1|78,0,0,0
0|-14332,-16097,-792,2825,-156,1598,208,492,-2765,576
1|18,0,0,0
0|-14417,-16323,2252,5506,177,1626,306,2696,-5224,2584
1|66,0,0,0
0|-14290,-9472,2971,6183,709,1889,678,13304,-3223,-1565
1|0,0,0,0
0|-14559,-19014,2265,3768,-2912,3461,52,-7087,15087,-5900
1|0,0,0,0
0|-14744,-15831,2202,-3016,-3214,3147,-1812,-13272,-4907,1181
1|102,0,0,0
0|-15072,-16425,-3722,344,-3842,3320,-402,-1521,-2261,-620
1|63,0,0,0
0|-14834,-15822,-1229,2243,-3895,3333,-224,-1573,-3273,1019
1|16,0,0,0
0|-14712,-17448,3022,4587,-3656,3507,759,5341,-8225,2829
1|0,0,0,0
0|-14977,-7875,3663,3982,-1595,3901,370,13236,6692,-4118
1|83,0,0,0
0|-14744,-16978,2181,2634,-2175,3512,-1723,-3316,11108,-5360
1|123,0,0,0
0|-15024,-17719,-1212,-1449,-1721,3339,-2013,-8725,-5923,534
1|48,0,0,0
0|-14506,-15992,-4154,979,-2143,3443,-1179,-1111,-4011,-111
1|33,0,0,0
0|-14417,-15995,557,4246,-2345,3420,-901,306,-3077,58
1|60,0,0,0
0|-14517,-15655,939,6480,-2009,3408,-631,2782,-8199,2464
1|0,0,0,0
0|-14617,-11630,3410,5674,-1464,2827,-1470,4640,8411,-4239
1|281,0,0,0
0|-14607,-18361,1281,3249,439,2248,-2650,-6330,13880,-6465
1|202,0,0,0
0|-14543,-13534,391,1251,1394,2976,-263,-3785,-3669,-888
1|155,0,0,0
0|-15257,-14910,-407,1412,1358,3118,662,-4240,-2493,-104
1|0,0,0,0
0|-14850,-15594,-1607,2611,1473,3388,-61,-3521,-1712,292
1|39,0,0,0
0|-14617,-15541,-2703,5696,1583,3367,-86,-1625,-5015,270
1|300,0,0,0
0|-14802,-13159,-168,7732,1692,3277,-614,13722,-9975,-74
1|85,0,0,0
0|-14675,-18884,3603,4541,1065,3737,-92,-7587,16666,-4863
1|165,0,0,0
0|-14776,-14883,-796,311,-562,3565,1011,-10531,-3985,-669
1|108,0,0,0
0|-14607,-16987,-2137,424,-628,3129,2218,-6414,-5081,-1901
1|179,0,0,0
0|-14380,-16017,-1132,2731,-262,2883,2649,1810,-2905,-774
1|0,0,0,0
0|-14543,-15410,475,4744,50,3254,2345,993,-4229,431
1|0,0,0,0
0|-14892,-13155,3773,10690,1136,3506,1321,10823,-9581,1069
1|172,0,0,0
0|-14538,-19640,1855,5674,-10,3676,-78,-2966,18184,-6442
1|288,0,0,0
0|-14638,-13639,694,1250,-641,2892,-738,-3485,904,-3337
1|179,0,0,0
0|-14173,-15830,-604,1184,-713,3071,-260,-13074,-6252,1255
1|271,0,0,0
0|-14374,-16084,2759,1277,-577,3195,-1,-6469,-3000,158
1|177,0,0,0
0|-14210,-16184,1097,3907,-542,3123,498,746,-2976,114
1|41,0,0,0
0|-14480,-17409,1536,5961,-436,3242,215,1606,-6156,1200
1|139,0,0,0
0|-14321,-12156,-1336,9009,720,2993,-673,3632,-6610,2841
1|224,0,0,0
0|-14459,-18398,2989,5258,1342,3066,-817,-4303,15364,-7224
1|194,0,0,0
0|-14390,-13628,1765,1582,149,3217,560,-351,572,-1735
1|178,0,0,0
0|-14786,-16293,5115,536,209,3098,803,4401,-6107,-778
1|177,0,0,0
0|-14797,-16317,-1020,1573,316,3201,531,-1359,-2059,-150
1|178,0,0,0
0|-14300,-16154,294,3744,392,3210,317,-609,-4124,1604
1|178,0,0,0
0|-14374,-15662,3147,5973,813,3121,168,1871,-6030,3412
1|135,0,0,0
0|-14184,-12337,2517,8316,1260,2940,-261,6952,-6876,-164
1|155,0,0,0
0|-14570,-18243,3358,6448,961,2975,-941,-5321,14940,-5530
1|100,0,0,0
0|-14321,-14070,1652,1260,878,2775,106,-1438,2662,-2083
1|90,0,0,0
0|-14232,-18018,1953,2714,1172,2579,329,-3303,-5954,935
1|87,0,0,0
0|-14776,-16085,479,1300,1439,2525,126,-4430,-3147,193
1|88,0,0,0
0|-14490,-16076,-97,1782,1458,2509,325,556,-803,-646
1|87,0,0,0
0|-14913,-16107,-246,2599,1383,2563,276,254,-907,-305
1|87,0,0,0
0|-15014,-15849,-1355,2431,1364,2597,148,759,-1302,553
1|87,0,0,0
0|-14882,-15961,-158,3103,1443,2629,19,-451,-1219,949
1|87,0,0,0
0|-14580,-15642,22,2792,1469,2594,60,-57,-735,403
1|87,0,0,0
0|-14644,-15719,599,3987,1556,2595,5,-41,-978,455
